 Word,Inappropriate,Part of Speech,Pictionary Category,Source (URL etc.),Sense
ring,,noun,object,https://in.pinterest.com/pin/433260426650514145/,object(an ornament weared on a finger)
ringleader,,noun,person,https://www.thegamegal.com/printables/,
ringworm,,noun,animal,From the Pictionary Game,
river,,noun,,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
road sign,,noun,object,From the Pictionary Game,
roadblock,,noun,,From the Pictionary Game,
roadmap,,noun,,From the Pictionary Game,
robot,,noun,object,https://hobbylark.com/party-games/pictionary-words,
rocket,,noun,,https://www.thegamegal.com/printables/,
roller coaster,,noun,,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
rome,,noun,place,From the Pictionary Game,
roof,,noun,place,From the Pictionary Game,
rooster,,noun,animal,http://cybertron.cg.tu-berlin.de/eitz/projects/classifysketch/,
root,,noun,,From the Pictionary Game,
rose,,noun,plant,From the Pictionary Game,
rose garden,,noun,place,From the Pictionary Game,
round,,noun,shape,https://www.thegamegal.com/printables/,
rowing boat,,noun,object,From the Pictionary Game,
rubber,,noun,,https://www.thegamegal.com/printables/,
rubber band,,noun,object,From the Pictionary Game,
rubbish,,noun,object,From the Pictionary Game,
rug,,noun,object,https://www.thegamegal.com/printables/,
rush hour,,noun,,From the Pictionary Game,
rust,,noun,,From the Pictionary Game,
saddle,,noun,object,From the Pictionary Game,
safety pin,,noun,object,From the Pictionary Game,
sahara desert,,noun,place,From the Pictionary Game,
sailboat,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
sailor,,noun,person,From the Pictionary Game,
salad,,noun,food,From the Pictionary Game,
saliva,,noun,body part,From the Pictionary Game,
salt and pepper,,noun,food,https://www.thegamegal.com/printables/,
sand castle,,noun,object,https://hobbylark.com/party-games/pictionary-words,
sandbag,,noun,object,From the Pictionary Game,
sandstrom,,noun,,From the Pictionary Game,
sandwich,,noun,food,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
santa claus,,noun,person,https://partyjoys.com/creative-lists-of-pictionary-words,
satellite,,noun,object,http://cybertron.cg.tu-berlin.de/eitz/projects/classifysketch/,
satellite dish,,noun,object,http://cybertron.cg.tu-berlin.de/eitz/projects/classifysketch/,
saturn,,noun,place,From the Pictionary Game,
saw,,noun,human activity,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
sawdust,,noun,object,From the Pictionary Game,
saxophone,,noun,object,https://in.pinterest.com/pin/28429041376913056/,
scale,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,size
scale,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,ruler
scarecrow,,noun,object,From the Pictionary Game,
scarf,,noun,object,https://in.pinterest.com/pin/433260426650514145/,
scary movies,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,
scenery,,noun,place,From the Pictionary Game,
school,,noun,place,https://www.thegamegal.com/printables/,
school bus,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
scissors,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
scorpion,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
screen saver,,noun,,From the Pictionary Game,
screwdriver,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
sea turtle,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
seagull,,noun,object,http://cybertron.cg.tu-berlin.de/eitz/projects/classifysketch/,
seahorse,,noun,object,https://www.thegamegal.com/printables/,
seal,,noun,object,http://sketchy.eye.gatech.edu/explore/rabbit.html,
search engine,,noun,object,From the Pictionary Game,
seashell,,noun,object,https://www.thegamegal.com/printables/,
seasick,,noun,emotion,From the Pictionary Game,
seaside,,noun,place,From the Pictionary Game,
season,,noun,thing,https://www.thegamegal.com/printables/,
seat belt,,noun,object,From the Pictionary Game,
secretary,,noun,person,From the Pictionary Game,
see saw,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
separation,,noun,action,From the Pictionary Game,
shadow,,noun,,From the Pictionary Game,
shampoo,,noun,object,https://www.thegamegal.com/printables/,
shark,,noun,animal,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
shawl,,noun,object,From the Pictionary Game,
shed,,noun,place,From the Pictionary Game,
sheep,,noun,animal,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
sheets,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,
shelf,,noun,object,From the Pictionary Game,
shell,,noun,object,From the Pictionary Game,
shepherds,,noun,person,https://partyjoys.com/creative-lists-of-pictionary-words,
sherlock holmes,,noun,person,From the Pictionary Game,
shield,,noun,object,From the Pictionary Game,
ship,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,
shipwreck,,noun,object,From the Pictionary Game,
shirt,,noun,object,https://www.thegamegal.com/printables/,
shoe,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
shoe box,,noun,object,From the Pictionary Game,
shoelace,,noun,object,From the Pictionary Game,
shooting star,,noun,object,From the Pictionary Game,
shop-lifter,,noun,person,From the Pictionary Game,
shorts,,noun,object,,
shoulder,,noun,object,From the Pictionary Game,
shovel,,noun,object,http://cybertron.cg.tu-berlin.de/eitz/projects/classifysketch/,
shower cap,,noun,object,From the Pictionary Game,
shower gel,,noun,object,From the Pictionary Game,
shrub,,noun,object,From the Pictionary Game,
shuttlecock,,noun,object,Nil,
sign language,,noun,object,From the Pictionary Game,
silverware,,noun,object,https://www.thegamegal.com/printables/,
singer,,noun,person,From the Pictionary Game,
sink,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,go down below the surface of something
sink,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,washbasin
six o' clock,,noun,object,From the Pictionary Game,
sixpack,,noun,object,From the Pictionary Game,
skateboard,,noun,object,Nil,
skeleton,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,
skipping rope,,noun,object,From the Pictionary Game,
skirt,,noun,object,https://www.thegamegal.com/printables/,
skull,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
skydiving,,noun,action,Nil,
skyscraper,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
sleep walk,,noun,action,From the Pictionary Game,
sleeping bag,,noun,object,From the Pictionary Game,
sleeping beauty,,noun,object,From the Pictionary Game,
slide,,noun,object,https://www.thegamegal.com/printables/,a structure with a smooth sloping surface for children to slide down
sling,,noun,object,From the Pictionary Game,
slipper,,noun,object,https://hobbylark.com/party-games/pictionary-words,
smoke detector,,noun,object,From the Pictionary Game,
smoke ring,,noun,object,From the Pictionary Game,
smoke screen,,noun,object,From the Pictionary Game,
smoker,,noun,people,From the Pictionary Game,
snail,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
snake,,noun,animal,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
snow,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,
snowball,,noun,object,https://hobbylark.com/party-games/pictionary-words,
snowflake,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
snowman,,noun,object,http://cybertron.cg.tu-berlin.de/eitz/projects/classifysketch/,
soccer ball,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
socks,,noun,object,https://in.pinterest.com/pin/433260426650514145/,
soda,,noun,object,https://www.thegamegal.com/printables/,
sofa,,noun,object,From the Pictionary Game,
soft drink,,noun,object,From the Pictionary Game,
software,,noun,object,From the Pictionary Game,
solar power,,noun,object,From the Pictionary Game,
soldier,,noun,person,From the Pictionary Game,
song,,noun,object,https://www.thegamegal.com/printables/,
sound barrier,,noun,object,From the Pictionary Game,
soup,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,
south pole,,noun,place,From the Pictionary Game,
space shuttle,,noun,object,http://cybertron.cg.tu-berlin.de/eitz/projects/classifysketch/,
space station,,noun,place,From the Pictionary Game,
space walk,,noun,place,From the Pictionary Game,
spade,,noun,object,From the Pictionary Game,
spare,,noun,object,https://www.thegamegal.com/printables/,additional to what is required for ordinary use.
speaker,,noun,object,From the Pictionary Game,
spectator,,noun,person,From the Pictionary Game,
speed,,noun,object,From the Pictionary Game,
speed boat,,noun,object,From the Pictionary Game,
spells,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,
spider,,noun,animal,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
spider web,,noun,object,https://www.thegamegal.com/printables/,
spiderman,,noun,person,From the Pictionary Game,
spike,,noun,action,From the Pictionary Game,
spine,,noun,object,https://www.thegamegal.com/printables/,
spinning top,,noun,object,From the Pictionary Game,
splinter,,noun,object,From the Pictionary Game,
sponge,,noun,object,https://www.thegamegal.com/printables/,
spoon,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
spot,,noun,place,From the Pictionary Game,place
spreadsheet,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
spring,,noun,object,https://www.thegamegal.com/printables/,
sprinkler,,noun,object,https://hobbylark.com/party-games/pictionary-words,
square,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
squirrel,,noun,animal,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
stable,,noun,object,From the Pictionary Game,
stain,,noun,object,From the Pictionary Game,
stairs,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
stamp,,noun,object,From the Pictionary Game,
stapler,,noun,object,http://cybertron.cg.tu-berlin.de/eitz/projects/classifysketch/,
star,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
star wars,,noun,name,Nil,
starfish,,noun,animal,http://sketchy.eye.gatech.edu/explore/rabbit.html,
starting line,,noun,place,From the Pictionary Game,
state,,noun,place,https://www.thegamegal.com/printables/,province
state,,noun,,https://www.thegamegal.com/printables/,a particular condition
steak,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
stereo,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
steroid,,noun,object,From the Pictionary Game,
stethoscope,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
stick ,,noun,object,From the Pictionary Game,
stitches,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
stockholder,,noun,person,https://www.thegamegal.com/printables/,
stockmarket,,noun,place,From the Pictionary Game,
stomach,,noun,object,https://www.thegamegal.com/printables/,
stone,,noun,object,From the Pictionary Game,
stool,,noun,object,From the Pictionary Game,
stop watch,,noun,object,From the Pictionary Game,
stoplight,,noun,object,https://www.thegamegal.com/printables/,
storm,,noun,,https://www.thegamegal.com/printables/,
stove,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
strap,,noun,object,From the Pictionary Game,
straw,,noun,object,From the Pictionary Game,
straw hat,,noun,object,From the Pictionary Game,
strawberry,,noun,object,https://en.islcollective.com/resources/printables/worksheets_doc_docx/fruit_pictionary/food/106625,
stream,,noun,place,From the Pictionary Game,
streetlight,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
student,,noun,person,From the Pictionary Game,
submarine,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
subtitle,,noun,object,From the Pictionary Game,
sudoku,,noun,object,Nil,
sugar,,noun,object,https://in.pinterest.com/pin/28429041376913056/,
suitcase,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
summer house,,noun,place,From the Pictionary Game,
sun,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
sunburn,,noun,object,https://www.thegamegal.com/printables/,
sunflower,,noun,object,https://www.thegamegal.com/printables/,
sunglasses,,noun,object,https://in.pinterest.com/pin/433260426650514145/,
sunrise,,noun,object,From the Pictionary Game,
sunset,,noun,object,From the Pictionary Game,
superman,,noun,person,Nil,
supermarket,,noun,place,From the Pictionary Game,
surfboard,,noun,object,From the Pictionary Game,
surfing,,noun,action,Nil,
surgeon,,noun,person,From the Pictionary Game,
surgery,,noun,action,From the Pictionary Game,
swamp,,noun,place,https://www.thegamegal.com/printables/,
swan,,noun,animal,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
sweater,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
sweet corn,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,
sweetheart,,noun,person,From the Pictionary Game,
sweets,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,
swimming,,noun,sports activity,Nil,
swimming pool,,noun,place,https://www.thegamegal.com/printables/,
swing,,noun,object,From the Pictionary Game,
swing set,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
sword,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
sword fish,,noun,animal,From the Pictionary Game,
syringe,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
t-junction,,noun,place,From the Pictionary Game,
t-shirt,,noun,object,https://in.pinterest.com/pin/28429041376913056/,
table,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
table tennis,,noun,object,Nil,
tablelamp,,noun,object,http://cybertron.cg.tu-berlin.de/eitz/projects/classifysketch/,
tablespoon,,noun,object,From the Pictionary Game,
tadpole,,noun,object,https://hobbylark.com/party-games/pictionary-words,
taj mahal,,noun,place,From the Pictionary Game,
tank,,noun,object,http://sketchy.eye.gatech.edu/explore/rabbit.html,
tap,,noun,object,From the Pictionary Game,
tap dance,,noun,action,From the Pictionary Game,
tape measure,,noun,object,From the Pictionary Game,
tattoo,,noun,object,From the Pictionary Game,
tea bag,,noun,object,From the Pictionary Game,
teacup,,noun,object,http://cybertron.cg.tu-berlin.de/eitz/projects/classifysketch/,
teapot,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
teardrop,,noun,object,From the Pictionary Game,
teddy bear,,noun,animal,From the Pictionary Game,
teenager,,noun,person,From the Pictionary Game,
telephone,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
telephone cord,,noun,object,From the Pictionary Game,
telephonic directory,,noun,object,From the Pictionary Game,
telescope,,noun,object,https://hobbylark.com/party-games/pictionary-words,
television,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
temple,,noun,object,From the Pictionary Game,
tennis,,noun,sports activity,Nil,
tennis racquet,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
tent,,noun,place,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
test match,,noun,object,From the Pictionary Game,
test tube,,noun,object,From the Pictionary Game,
the eiffel tower,,noun,place,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
the great wall of china,,noun,place,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
theatre,,noun,place,From the Pictionary Game,
thermometer,,noun,object,From the Pictionary Game,
thief,,noun,person,https://www.thegamegal.com/printables/,
thorn,,noun,object,From the Pictionary Game,
throne,,noun,object,From the Pictionary Game,
thunderstom,,noun,object,From the Pictionary Game,
ticket,,noun,object,https://www.thegamegal.com/printables/,
tie,,noun,object,https://in.pinterest.com/pin/433260426650514145/,object
tiger,,noun,animal,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
tile,,noun,object,From the Pictionary Game,
times square,,noun,place,From the Pictionary Game,
tissue,,noun,object,From the Pictionary Game,
toast,,noun,object,https://www.thegamegal.com/printables/,
toaster,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
toe,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
toilet,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
toilet paper,,noun,object,From the Pictionary Game,
tomato,,noun,object,http://cybertron.cg.tu-berlin.de/eitz/projects/classifysketch/,
tonsil,,noun,object,From the Pictionary Game,
tool box,,noun,object,From the Pictionary Game,
tooth,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
toothbrush,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
toothpaste,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
top hat,,noun,object,https://www.thegamegal.com/printables/,
torch,,noun,object,From the Pictionary Game,
tourist,,noun,person,From the Pictionary Game,
tournament,,noun,object,https://www.thegamegal.com/printables/,
towel,,noun,object,From the Pictionary Game,
toys,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,
tractor,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
traffic jam,,noun,object,From the Pictionary Game,
traffic light,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
train,,noun,object,https://hobbylark.com/party-games/pictionary-words,
tramp,,noun,place,From the Pictionary Game,
trampoline,,noun,place,From the Pictionary Game,
translator,,noun,person,From the Pictionary Game,
tray,,noun,object,From the Pictionary Game,
treasure,,noun,object,https://www.thegamegal.com/printables/,
tree,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
tree house,,noun,place,From the Pictionary Game,
triangle,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
trip,,noun,object,https://www.thegamegal.com/printables/,vacation
triple,,noun,object,From the Pictionary Game,
triplets,,noun,person,From the Pictionary Game,
tripod,,noun,object,From the Pictionary Game,
trophy,,noun,object,From the Pictionary Game,
tropical storm,,noun,place,From the Pictionary Game,
trousers,,noun,object,http://cybertron.cg.tu-berlin.de/eitz/projects/classifysketch/,
truck,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
trumpet,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
trunk,,noun,object,From the Pictionary Game,
turbulence,,noun,quality,From the Pictionary Game,
turkey,,noun,animal,https://partyjoys.com/creative-lists-of-pictionary-words,
turtle,,noun,animal,https://www.thegamegal.com/printables/,
tusk,,noun,object,https://www.thegamegal.com/printables/,
tutor,,noun,person,https://www.thegamegal.com/printables/,teacher
tv,,noun,object,https://www.thegamegal.com/printables/,
tv chef,,noun,person,From the Pictionary Game,
twig,,noun,object,From the Pictionary Game,
u-turn,,noun,place,From the Pictionary Game,
umbrella,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
underwear,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
unicycle,,noun,object,From the Pictionary Game,
valentine's day,,noun,object,From the Pictionary Game,
valley,,noun,place,From the Pictionary Game,
vampire,,noun,animal,https://partyjoys.com/creative-lists-of-pictionary-words,
van,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
vase,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
vegetarian,,noun,person,https://www.thegamegal.com/printables/,
veil,,noun,object,From the Pictionary Game,
venom,,noun,object,From the Pictionary Game,
venus,,noun,place,From the Pictionary Game,
victory,,noun,object,From the Pictionary Game,
video camera,,noun,object,https://www.thegamegal.com/printables/,
village,,noun,place,From the Pictionary Game,
violin,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
vision,,noun,object,https://www.thegamegal.com/printables/,
volcano,,noun,place,http://sketchy.eye.gatech.edu/explore/rabbit.html,
volleyball,,noun,sports activity,Nil,
volume,,noun,object,From the Pictionary Game,
vows,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,
vulture,,noun,animal,From the Pictionary Game,
waist,,noun,object,https://www.thegamegal.com/printables/,
wallet,,noun,object,https://in.pinterest.com/pin/433260426650514145/,
warehouse,,noun,object,From the Pictionary Game,
washing machine,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
watch strap,,noun,object,From the Pictionary Game,
water,,noun,object,https://in.pinterest.com/pin/241224123770769894/?lp=true,
waterbed,,noun,object,From the Pictionary Game,
watermelon,,noun,object,https://en.islcollective.com/resources/printables/worksheets_doc_docx/fruit_pictionary/food/106625,
waterslide,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
wave,,noun,object,https://in.pinterest.com/pin/241224123770769894/?lp=true,
wax,,noun,object,https://www.thegamegal.com/printables/,
web-site,,noun,object,From the Pictionary Game,
wedding,,noun,object,From the Pictionary Game,
wedding cake,,noun,object,https://www.thegamegal.com/printables/,
wedding rings,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,
werewolf,,noun,animal,From the Pictionary Game,
whale,,noun,animal,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
wheel,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
wheelbarrow,,noun,object,http://cybertron.cg.tu-berlin.de/eitz/projects/classifysketch/,
wheelchair,,noun,object,http://sketchy.eye.gatech.edu/explore/rabbit.html,
whisk,,noun,object,https://www.thegamegal.com/printables/,
whistle,,noun,object,https://www.thegamegal.com/printables/,
wicket-keeper,,noun,person,From the Pictionary Game,
wig,,noun,object,https://www.thegamegal.com/printables/,
windmill,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
window,,noun,object,http://sketchy.eye.gatech.edu/explore/rabbit.html,
window box,,noun,object,From the Pictionary Game,
wine bottle,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
wine glass,,noun,object,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
wolf,,noun,animal,From the Pictionary Game,
woodpecker,,noun,animal,From the Pictionary Game,
word,,noun,object,From the Pictionary Game,
world,,noun,place,https://www.thegamegal.com/printables/,
world cup,,noun,object,From the Pictionary Game,
world wide web,,noun,object,From the Pictionary Game,
worm,,noun,animal,https://www.thegamegal.com/printables/,
wrapping paper,,noun,object,From the Pictionary Game,
wrist watch,,noun,object,From the Pictionary Game,
yacht,,noun,object,From the Pictionary Game,
yo-yo,,noun,object,From the Pictionary Game,
yoga,,noun,sports activity,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
yolk,,noun,object,https://www.thegamegal.com/printables/,
zebra,,noun,animal,https://github.com/googlecreativelab/quickdraw-dataset/blob/master/categories.txt,
zebra crossing,,noun,place,From the Pictionary Game,
zero,,noun,object,https://www.thegamegal.com/printables/,
zip,,noun,object,From the Pictionary Game,
zipper,,noun,object,https://www.thegamegal.com/printables/,
zodiac,,noun,object,From the Pictionary Game,
zoo,,noun,place,https://www.thegamegal.com/printables/,
zoom lens,,noun,object,From the Pictionary Game,
happy couple,,noun,person,From the Pictionary Game,
mechanic,,noun,person,From the Pictionary Game,repair guy
mechanic,,adjective,quality,From the Pictionary Game,"physical, machine like"
one-way,,adjective,quality,From the Pictionary Game,
outside,,noun,object,https://www.thegamegal.com/printables/,out surface
outside,,adjective,quality,https://www.thegamegal.com/printables/,location
overcast,,adjective,quality,From the Pictionary Game,
safe,,noun,object,https://www.thegamegal.com/printables/,locker
safe,,adjective,quality,https://www.thegamegal.com/printables/,secure
ache,,noun,feeling,From the Pictionary Game,
bike,,noun,object,https://www.thegamegal.com/printables/,
blessings,,noun,action,https://partyjoys.com/creative-lists-of-pictionary-words,
bomb,,noun,object,https://www.thegamegal.com/printables/,
boxing,,noun,sports activity,,
branch,,noun,object,https://www.thegamegal.com/printables/,tree's part
branch,,verb,action,https://www.thegamegal.com/printables/,take a path
bug,,noun,animal,https://www.thegamegal.com/printables/,insect
bug,,verb,action,https://www.thegamegal.com/printables/,irritate
coat,,noun,object,https://www.thegamegal.com/printables/,cloth type
coat,,verb,action,https://www.thegamegal.com/printables/,to paint
curl,,noun,object,From the Pictionary Game,tuft of hair
curl,,verb,action,From the Pictionary Game,twist 
dream,,noun,object,https://www.thegamegal.com/printables/,sleeping dream
dream,,verb,action,https://www.thegamegal.com/printables/,to dream
drum,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,
dust,,noun,object,https://www.thegamegal.com/printables/,dirt
dust,,verb,action,https://www.thegamegal.com/printables/,to clean
exercise,,noun,sports activity,https://www.thegamegal.com/printables/,activiy
exercise,,verb,action,https://www.thegamegal.com/printables/,to excersice
feast,,noun,food type,https://partyjoys.com/creative-lists-of-pictionary-words,banquet
feast,,verb,action,https://partyjoys.com/creative-lists-of-pictionary-words,to eat
foil,,noun,object,https://www.thegamegal.com/printables/,
glitter,,noun,object,https://www.thegamegal.com/printables/,object
glitter,,verb,quality,https://www.thegamegal.com/printables/,shine
hand,,noun,body part,https://in.pinterest.com/pin/28429041376533862/,body part
hand,,verb,action,https://in.pinterest.com/pin/28429041376533862/,give
hurdle,,noun,object,https://partyjoys.com/creative-lists-of-pictionary-words,
joke,,noun/verb,,https://partyjoys.com/creative-lists-of-pictionary-words,
level,,noun/verb,action,From the Pictionary Game,
lie,,noun/verb,,https://www.thegamegal.com/printables/,
light,,noun/verb,-/action,https://www.thegamegal.com/printables/,
list,,noun/verb,action,From the Pictionary Game,
lock,,noun/verb,object/action,From the Pictionary Game,
love,,noun/verb,feeling,https://in.pinterest.com/pin/241224123770769894/?lp=true,
mail,,noun/verb,object/action,https://www.thegamegal.com/printables/,
mark,,noun/verb,-/Action,From the Pictionary Game,
milk,,noun/verb,food,https://www.thegamegal.com/printables/,
note,,noun/verb,object/action,From the Pictionary Game,
orbit,,noun/verb,-/action,https://www.thegamegal.com/printables/,
overflow,,noun/verb,-/action,From the Pictionary Game,
paddle,,noun/verb,object/action,From the Pictionary Game,
paint,,noun/verb,object/action,https://in.pinterest.com/pin/241224123770769894/?lp=true,
park,,noun/verb,place/action,https://www.thegamegal.com/printables/,
paste,,noun/verb,object/action,From the Pictionary Game,
patch,,noun/verb,object/action,From the Pictionary Game,
pirate,,noun/verb,person/action,https://www.thegamegal.com/printables/,
plow,,noun/verb,-/action,https://www.thegamegal.com/printables/,
plug,,noun/verb,object/action,From the Pictionary Game,
point,,noun/verb,-/action,https://www.thegamegal.com/printables/,
polish,,noun/verb,object/action,From the Pictionary Game,
present,,noun/verb,object/action,http://cybertron.cg.tu-berlin.de/eitz/projects/classifysketch/,
race,,noun/verb,-/action,From the Pictionary Game,
rain,,noun/verb,,https://in.pinterest.com/pin/241224123770769894/?lp=true,
rescue,,noun/verb,,From the Pictionary Game,
rock,,noun/verb,object/action,From the Pictionary Game,
splash,,noun/verb,quality,From the Pictionary Game,
head,,noun/verb/adjective,body part / action/ quality,https://in.pinterest.com/pin/28429041376533862/,
ruins,,noun/verb/adjective,,From the Pictionary Game,
accelerate,,verb,action,From the Pictionary Game,
air,,verb,activity,From the Pictionary Game,to express publicly
applause,,verb,human activity,https://www.thegamegal.com/printables/,
argue,,verb,human activity/ action,From the Pictionary Game,
arrest,,verb,human activity/action,From the Pictionary Game,
ascend,,verb,human activity/action,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.646.2111&rep=rep1&type=pdf,
ask,,verb,human activity/action,From the Pictionary Game,
attatch,,verb,human activity/action,From the Pictionary Game,
avoid,,verb,human activity/action,From the Pictionary Game,
bait,,verb,action,From the Pictionary Game,
bake,,verb,human activity/action,https://partyjoys.com/creative-lists-of-pictionary-words,
ban,,verb,action,From the Pictionary Game,
bargain,,verb,human activity/action,https://www.thegamegal.com/printables/,
